Name	Freq	Offset	att	All	None
K000	555799579	0	1	0
K001	577250725	0	1	0
K002	578745874	0	1	0
K003	582450245	0	1	0
K004	586183618	0	1	0
K005	591081108	0	1	0
K006	593351335	0	1	0
K007	595137513	0	1	0
K008	596914691	0	1	0
K009	600816081	0	1	0
K010	604851485	0	1	0
K011	608954895	0	1	0
K012	610439043	0	1	0
K013	612549254	0	1	0
K014	614700470	0	1	0
K015	617852785	0	1	0
K016	619709970	0	1	0
K017	622477247	0	1	0
K018	626910691	0	1	0
K019	629164916	0	1	0
K020	631496149	0	1	0
K021	634713471	0	1	0
K022	638230823	0	1	0
K023	640230023	0	1	0
K024	641818181	0	1	0
K025	644297429	0	1	0
K026	649016901	0	1	0
K027	653760376	0	1	0
K028	657972797	0	1	0
K029	660732073	0	1	0
K030	662568256	0	1	0
K031	665101510	0	1	0
K032	666767676	0	1	0
K033	668211821	0	1	0
K034	670245024	0	1	0
K035	673460346	0	1	0
K036	675407540	0	1	0
K037	678144814	0	1	0
K038	682804280	0	1	0
K039	689615961	0	1	0
K040	697564756	0	1	0
K041	700952095	0	1	0
K042	703709370	0	1	0
K043	709976997	0	1	0
K044	713976397	0	1	0
K045	721006100	0	1	0
K046	724249424	0	1	0
K047	725950595	0	1	0
K048	728148814	0	1	0
K049	732942294	0	1	0
K050	739944994	0	1	0
K051	744854485	0	1	0
K052	747815781	0	1	0
K053	752426242	0	1	0
K054	754001400	0	1	0
K055	755817581	0	1	0
K056	757442744	0	1	0
K057	760978097	0	1	0
K058	768249824	0	1	0
K059	771082108	0	1	0
K060	776026602	0	1	0
K061	778571857	0	1	0
K062	781826182	0	1	0
K063	783983398	0	1	0
K064	786366636	0	1	0
K065	792766276	0	1	0
K066	796268626	0	1	0
K067	801918191	0	1	0
K068	803242324	0	1	0
K069	806957695	0	1	0
K070	809634963	0	1	0
K071	814702470	0	1	0
K072	816471647	0	1	0
K073	817839783	0	1	0
K074	819689968	0	1	0
K075	823468346	0	1	0
K076	830285028	0	1	0
K077	833879387	0	1	0
K078	839769976	0	1	0
K079	843322332	0	1	0
K080	863284328	0	1	0
K081	866953695	0	1	0
K082	869282928	0	1	0
K083	870598059	0	1	0
K084	873870387	0	1	0
K085	876466646	0	1	0
K086	882821282	0	1	0
K087	885031503	0	1	0
K088	887540754	0	1	0
K089	893800380	0	1	0
K090	895868586	0	1	0
K091	900555055	0	1	0
K092	905112511	0	1	0
K093	912080208	0	1	0
K094	915637563	0	1	0
K095	917751775	0	1	0
K096	919222922	0	1	0
K097	921854185	0	1	0
K098	924557455	0	1	0
K099	927382738	0	1	0
K100	929413941	0	1	0
K101	936170617	0	1	0
K102	937817781	0	1	0
K103	940829082	0	1	0
K104	953612361	0	1	0
K105	955458545	0	1	0
K106	961625162	0	1	0
K107	966730673	0	1	0
K108	971205120	0	1	0
K109	977571757	0	1	0
K110	981805180	0	1	0
K111	987458745	0	1	0
K112	988947894	0	1	0
K113	990311031	0	1	0
K114	995956595	0	1	0
K115	998557855	0	1	0
K116	1004028402	0	1	0
K117	1006351635	0	1	0
K118	1007661766	0	1	0
K119	1012865286	0	1	0
K120	1018567856	0	1	0
K121	1025276527	0	1	0
K122	1032370237	0	1	0
K123	1040094009	0	1	0
K124	1041693169	0	1	0
K125	1043536353	0	1	0
K126	1045570557	0	1	0
K127	1048279827	0	1	0
K128	1052145214	0	1	0
K129	1060347034	0	1	0
K130	1062843284	0	1	0
K131	1067845784	0	1	0
K132	1069358935	0	1	0
K133	1070768076	0	1	0
K134	1072201220	0	1	0
K135	1075327532	0	1	0
K136	1078546854	0	1	0
K137	1087570757	0	1	0
K138	1094472447	0	1	0
K139	1097066706	0	1	0
K140	1099806980	0	1	0
K141	1104700470	0	1	0
K142	1116363636	0	1	0
K143	1136695669	0	1	0
K144	1145548554	0	1	0
K145	1179322932	0	1	0
K146	1196626662	0	1	0
K147	576107610	0	1	0
K148	576894689	0	1	0
K149	577495749	0	1	0
K150	593929392	0	1	0
K151	595893589	0	1	0
K152	617203720	0	1	0
K153	620730073	0	1	0
K154	620325032	0	1	0
K155	639523952	0	1	0
K156	640299029	0	1	0
K157	640635063	0	1	0
K158	648154815	0	1	0
K159	663349334	0	1	0
K160	679403940	0	1	0
K161	688695869	0	1	0
K162	698512851	0	1	0
K163	698796879	0	1	0
K164	698839883	0	1	0
K165	699687968	0	1	0
K166	723831383	0	1	0
K167	724977497	0	1	0
K168	725479547	0	1	0
K169	720649064	0	1	0
K170	767380738	0	1	0
K171	780827082	0	1	0
K172	792348234	0	1	0
K173	796750675	0	1	0
K174	813873387	0	1	0
K175	814155415	0	1	0
K176	863462346	0	1	0
K177	866186618	0	1	0
K178	869842984	0	1	0
K179	870105010	0	1	0
K180	875417541	0	1	0
K181	882256225	0	1	0
K182	883303330	0	1	0
K183	883727372	0	1	0
K184	883851385	0	1	0
K185	885953595	0	1	0
K186	887926792	0	1	0
K187	917083708	0	1	0
K188	919979997	0	1	0
K189	920289028	0	1	0
K190	921389138	0	1	0
K191	924063406	0	1	0
K192	937405740	0	1	0
K193	940104010	0	1	0
K194	954098409	0	1	0
K195	965738573	0	1	0
K196	981766176	0	1	0
K197	981947194	0	1	0
K198	982996299	0	1	0
K199	988298829	0	1	0
K200	989008900	0	1	0
K201	1006564656	0	1	0
K202	1006906690	0	1	0
K203	1007014701	0	1	0
K204	1008349834	0	1	0
K205	1004189418	0	1	0
K206	1005027502	0	1	0
K207	1041823182	0	1	0
K208	1046729672	0	1	0
K209	1047704770	0	1	0
K210	1048280828	0	1	0
K211	1048874887	0	1	0
K212	1050949094	0	1	0
K213	1051960196	0	1	0
K214	1099150915	0	1	0
